Año Censal,Entidad,Municipio,Actividad Económica,A131A Valor agregado censal bruto (millones de pesos),H001D Horas trabajadas por Personal ocupado total (miles de Horas),Q000A Acervo total de activos fijos (millones de pesos)
2014,15 México,095 Tepotzotlán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,305.635,2427.794,8.641
2014,15 México,095 Tepotzotlán,61 Servicios educativos,15.403,430.868,50.876
2014,15 México,095 Tepotzotlán,62 Servicios de salud y de asistencia social,9.582,492.348,36.442
2014,15 México,095 Tepotzotlán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,6.729,225.142,41.881
2014,15 México,095 Tepotzotlán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,75.433,2847.71,252.346
2014,15 México,095 Tepotzotlán,81 Otros servicios excepto actividades gubernamentales,90.479,1666.37,48.806
2014,15 México,096 Tequixquiac,31 - 33 industrias manufactureras,87.958,1915.732,81.054
2014,15 México,096 Tequixquiac,43 Comercio al por mayor,1.32,154.24,3.643
2014,15 México,096 Tequixquiac,46 Comercio al por menor,76.201,3522.618,81.763
2014,15 México,096 Tequixquiac,48 - 49 transportes correos y almacenamiento,3.014,118.88,31.134
2014,15 México,096 Tequixquiac,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.636,41.06,1.74
2014,15 México,096 Tequixquiac,54 Servicios profesionales científicos y técnicos,1.474,84.704,3.156
2014,15 México,096 Tequixquiac,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.654,170.838,2.69
2014,15 México,096 Tequixquiac,61 Servicios educativos,4.345,106.078,2.034
2014,15 México,096 Tequixquiac,62 Servicios de salud y de asistencia social,2.655,190.116,8.304
2014,15 México,096 Tequixquiac,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.777,74.692,5.907
2014,15 México,096 Tequixquiac,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,8.306,478.016,10.814
2014,15 México,096 Tequixquiac,81 Otros servicios excepto actividades gubernamentales,19.876,1238.216,12.562
2014,15 México,097 Texcaltitlán,31 - 33 industrias manufactureras,3.319,170.608,1.936
2014,15 México,097 Texcaltitlán,43 Comercio al por mayor,20.743,124.652,7.927
2014,15 México,097 Texcaltitlán,46 Comercio al por menor,19.284,734.742,23.157
2014,15 México,097 Texcaltitlán,52 Servicios financieros y de seguros,1.921,29.952,0.38
2014,15 México,097 Texcaltitlán,54 Servicios profesionales científicos y técnicos,0.094,9.456,0.048
2014,15 México,097 Texcaltitlán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.193,40.34,0.563
2014,15 México,097 Texcaltitlán,62 Servicios de salud y de asistencia social,0.379,24.01,1.798
2014,15 México,097 Texcaltitlán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.061,7.896,0.17
2014,15 México,097 Texcaltitlán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.788,155.616,5.393
2014,15 México,097 Texcaltitlán,81 Otros servicios excepto actividades gubernamentales,1.207,113.334,0.629
2014,15 México,098 Texcalyacac,31 - 33 industrias manufactureras,4.038,201.034,1.526
2014,15 México,098 Texcalyacac,46 Comercio al por menor,11.347,408.85,5.893
2014,15 México,098 Texcalyacac,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.123,8.328,0.98
2014,15 México,098 Texcalyacac,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.21,28.91,0.696
2014,15 México,098 Texcalyacac,62 Servicios de salud y de asistencia social,0.029,2.872,0.341
2014,15 México,098 Texcalyacac,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.384,11.856,2.096
2014,15 México,098 Texcalyacac,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,3.042,140.886,9.282
2014,15 México,098 Texcalyacac,81 Otros servicios excepto actividades gubernamentales,1.293,152.304,4.406
2014,15 México,099 Texcoco,21 Minería,16.111,286,34.501
2014,15 México,099 Texcoco,23 Construcción,73.951,1253.592,133.49
2014,15 México,099 Texcoco,31 - 33 industrias manufactureras,1107.931,11304,1255.297
2014,15 México,099 Texcoco,43 Comercio al por mayor,623.958,5829.618,225.612
2014,15 México,099 Texcoco,46 Comercio al por menor,1317.678,30870.874,1346.738
2014,15 México,099 Texcoco,48 - 49 transportes correos y almacenamiento,56.353,1073.336,170.187
2014,15 México,099 Texcoco,51 Información en medios masivos,92.633,530.096,35.266
2014,15 México,099 Texcoco,52 Servicios financieros y de seguros,20.492,399.186,3.66
2014,15 México,099 Texcoco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,34.488,785.54,111.685
2014,15 México,099 Texcoco,54 Servicios profesionales científicos y técnicos,71.093,1579.614,384.408
2014,15 México,099 Texcoco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,25.962,1273.164,30.089
2014,15 México,099 Texcoco,61 Servicios educativos,199.909,4592.676,243.93
2014,15 México,099 Texcoco,62 Servicios de salud y de asistencia social,71.861,2870.044,150.923
2014,15 México,099 Texcoco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,14.913,671.558,65.064
2014,15 México,099 Texcoco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,197.787,7661.534,246.796
2014,15 México,099 Texcoco,81 Otros servicios excepto actividades gubernamentales,120.048,5589.282,208.863
2014,15 México,100 Tezoyuca,31 - 33 industrias manufactureras,60.201,1535.692,36.579
2014,15 México,100 Tezoyuca,43 Comercio al por mayor,419.257,1668.516,65.312
2014,15 México,100 Tezoyuca,46 Comercio al por menor,61.317,3621.338,50.548
2014,15 México,100 Tezoyuca,51 Información en medios masivos,0.027,4.48,0.014
2014,15 México,100 Tezoyuca,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3.614,67.344,3.322
2014,15 México,100 Tezoyuca,54 Servicios profesionales científicos y técnicos,0.353,45.06,0.347
2014,15 México,100 Tezoyuca,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.082,108.288,2.847
2014,15 México,100 Tezoyuca,61 Servicios educativos,4.794,137.688,4.747
2014,15 México,100 Tezoyuca,62 Servicios de salud y de asistencia social,1.261,85.142,1.848
2014,15 México,100 Tezoyuca,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.589,44.96,2.05
2014,15 México,100 Tezoyuca,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.831,339.928,2.783
2014,15 México,100 Tezoyuca,81 Otros servicios excepto actividades gubernamentales,9.92,706.172,14.976
2014,15 México,101 Tianguistenco,23 Construcción,3.962,67.136,0.397
2014,15 México,101 Tianguistenco,31 - 33 industrias manufactureras,6692.896,19995.416,2632.343
2014,15 México,101 Tianguistenco,43 Comercio al por mayor,37.512,983.924,76.54
2014,15 México,101 Tianguistenco,46 Comercio al por menor,800.57,10623.654,293.093
2014,15 México,101 Tianguistenco,51 Información en medios masivos,1.434,13.696,0.065
2014,15 México,101 Tianguistenco,52 Servicios financieros y de seguros,13.838,290.28,1.541
2014,15 México,101 Tianguistenco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,3.211,139.062,15.576
2014,15 México,101 Tianguistenco,54 Servicios profesionales científicos y técnicos,8.487,253.594,4.026
2014,15 México,101 Tianguistenco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,7.913,398.734,10.101
2014,15 México,101 Tianguistenco,61 Servicios educativos,56.226,1215.764,38.401
2014,15 México,101 Tianguistenco,62 Servicios de salud y de asistencia social,11.04,433.906,19.921
2014,15 México,101 Tianguistenco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,4.379,248.318,8.532
2014,15 México,101 Tianguistenco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,51.371,1727.42,49.466
2014,15 México,101 Tianguistenco,81 Otros servicios excepto actividades gubernamentales,29.104,1365.564,32.232
2014,15 México,102 Timilpan,31 - 33 industrias manufactureras,43.058,1211.52,19.978
2014,15 México,102 Timilpan,43 Comercio al por mayor,0.056,5.364,0.366
2014,15 México,102 Timilpan,46 Comercio al por menor,8.137,399.256,11.941
2014,15 México,102 Timilpan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.014,31.068,0.573
2014,15 México,102 Timilpan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.195,73.904,0.887
2014,15 México,102 Timilpan,81 Otros servicios excepto actividades gubernamentales,0.315,30.134,0.239
2014,15 México,103 Tlalmanalco,31 - 33 industrias manufactureras,38.235,1006.962,69.466
2014,15 México,103 Tlalmanalco,43 Comercio al por mayor,11.012,189.72,4.587
2014,15 México,103 Tlalmanalco,46 Comercio al por menor,73.812,3297.486,45.009
2014,15 México,103 Tlalmanalco,48 - 49 transportes correos y almacenamiento,26.279,310.064,88.467
2014,15 México,103 Tlalmanalco,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.461,47.356,10.062
2014,15 México,103 Tlalmanalco,54 Servicios profesionales científicos y técnicos,1.041,150.816,2.72
2014,15 México,103 Tlalmanalco,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.393,154.852,2.589
2014,15 México,103 Tlalmanalco,61 Servicios educativos,5.602,241.304,14.533
2014,15 México,103 Tlalmanalco,62 Servicios de salud y de asistencia social,2.353,158.124,1.57
2014,15 México,103 Tlalmanalco,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,1.634,68.256,7.017
2014,15 México,103 Tlalmanalco,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,9.185,542.372,17.198
2014,15 México,103 Tlalmanalco,81 Otros servicios excepto actividades gubernamentales,10.155,548.664,10.385
2014,15 México,104 Tlalnepantla de Baz,23 Construcción,330.204,3547.062,258.756
2014,15 México,104 Tlalnepantla de Baz,31 - 33 industrias manufactureras,17277.838,150117.506,27043.983
2014,15 México,104 Tlalnepantla de Baz,43 Comercio al por mayor,7429.594,44617.348,4107.47
2014,15 México,104 Tlalnepantla de Baz,46 Comercio al por menor,7197.082,100095.274,5929.205
2014,15 México,104 Tlalnepantla de Baz,48 - 49 transportes correos y almacenamiento,1140.657,23210.708,4962.356
2014,15 México,104 Tlalnepantla de Baz,51 Información en medios masivos,202.97,2710.16,333.977
2014,15 México,104 Tlalnepantla de Baz,52 Servicios financieros y de seguros,77.091,513.618,6.127
2014,15 México,104 Tlalnepantla de Baz,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,471.205,6659.494,839.908
2014,15 México,104 Tlalnepantla de Baz,54 Servicios profesionales científicos y técnicos,415.1,8605.79,144.348
2014,15 México,104 Tlalnepantla de Baz,55 Corporativos,446.399,1478,652.844
2014,15 México,104 Tlalnepantla de Baz,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1676.967,26205.44,715.798
2014,15 México,104 Tlalnepantla de Baz,61 Servicios educativos,229.091,13162.476,364.758
2014,15 México,104 Tlalnepantla de Baz,62 Servicios de salud y de asistencia social,358.478,8632.3,264.332
2014,15 México,104 Tlalnepantla de Baz,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,373.557,5934.028,686.547
2014,15 México,104 Tlalnepantla de Baz,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,782.16,27047.448,1377.829
2014,15 México,104 Tlalnepantla de Baz,81 Otros servicios excepto actividades gubernamentales,600.942,19808.386,629.166
2014,15 México,105 Tlatlaya,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),0.08,0,0.017
2014,15 México,105 Tlatlaya,31 - 33 industrias manufactureras,1.553,124.188,4.247
2014,15 México,105 Tlatlaya,43 Comercio al por mayor,0.232,35.01,6.316
2014,15 México,105 Tlatlaya,46 Comercio al por menor,7.02,562.306,34.076
2014,15 México,105 Tlatlaya,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.023,0.358,2.7
2014,15 México,105 Tlatlaya,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.108,11.5,0.466
2014,15 México,105 Tlatlaya,62 Servicios de salud y de asistencia social,0.519,9.528,1.851
2014,15 México,105 Tlatlaya,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.422,9.018,12.236
2014,15 México,105 Tlatlaya,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.4,102.564,1.448
2014,15 México,105 Tlatlaya,81 Otros servicios excepto actividades gubernamentales,0.623,64.51,4.27
2014,15 México,106 Toluca,21 Minería,0.939,175,0.998
2014,15 México,106 Toluca,22 Generación transmisión y distribución de energía eléctrica suministro de agua y de gas por ductos al consumidor final,485.609,2241,103.241
2014,15 México,106 Toluca,23 Construcción,597.343,7870.226,420.07
2014,15 México,106 Toluca,31 - 33 industrias manufactureras,49697.135,159730.182,60730.319
2014,15 México,106 Toluca,43 Comercio al por mayor,3838.192,31153.65,3233.078
2014,15 México,106 Toluca,46 Comercio al por menor,4769.426,116404.414,4923.279
2014,15 México,106 Toluca,48 - 49 transportes correos y almacenamiento,4277.12,68224.248,12225.268
2014,15 México,106 Toluca,51 Información en medios masivos,236.296,2898.384,187.533
2014,15 México,106 Toluca,52 Servicios financieros y de seguros,139.317,2052.828,55.428
2014,15 México,106 Toluca,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,215.02,3668.262,503.363
2014,15 México,106 Toluca,54 Servicios profesionales científicos y técnicos,526.211,7656.146,486.796
2014,15 México,106 Toluca,55 Corporativos,120.629,346,19.939
2014,15 México,106 Toluca,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1700.759,36535.912,398.289
2014,15 México,106 Toluca,61 Servicios educativos,893.589,16808.68,756.38
2014,15 México,106 Toluca,62 Servicios de salud y de asistencia social,289.694,9700.458,532.74
2014,15 México,106 Toluca,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,373.389,3298.18,510.212
2014,15 México,106 Toluca,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,860.81,29041.306,968.121
2014,15 México,106 Toluca,81 Otros servicios excepto actividades gubernamentales,1738.429,27493.01,819.435
2014,15 México,107 Tonatico,31 - 33 industrias manufactureras,7.645,304.724,11.052
2014,15 México,107 Tonatico,43 Comercio al por mayor,2.245,124.488,0.577
2014,15 México,107 Tonatico,46 Comercio al por menor,24.213,1355.074,31.596
2014,15 México,107 Tonatico,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.322,36.428,1.368
2014,15 México,107 Tonatico,54 Servicios profesionales científicos y técnicos,0.286,18.252,0.598
2014,15 México,107 Tonatico,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.38,47.148,0.813
2014,15 México,107 Tonatico,62 Servicios de salud y de asistencia social,1.31,65.462,5.422
2014,15 México,107 Tonatico,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.112,5.676,0.247
2014,15 México,107 Tonatico,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,13.805,796.67,54.114
2014,15 México,107 Tonatico,81 Otros servicios excepto actividades gubernamentales,3.549,175.608,4.076
2014,15 México,108 Tultepec,23 Construcción,5.962,67.328,2.485
2014,15 México,108 Tultepec,31 - 33 industrias manufactureras,356.902,5661.746,633.886
2014,15 México,108 Tultepec,43 Comercio al por mayor,59.915,1732.868,234.732
2014,15 México,108 Tultepec,46 Comercio al por menor,245.265,9386.136,154.951
2014,15 México,108 Tultepec,48 - 49 transportes correos y almacenamiento,42.332,1358.928,141.444
2014,15 México,108 Tultepec,51 Información en medios masivos,0.783,22.376,1.83
2014,15 México,108 Tultepec,52 Servicios financieros y de seguros,1.233,45.984,0.315
2014,15 México,108 Tultepec,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,6.231,301.864,19.325
2014,15 México,108 Tultepec,54 Servicios profesionales científicos y técnicos,4.409,156.92,3.9
2014,15 México,108 Tultepec,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,4.804,488.318,7.712
2014,15 México,108 Tultepec,61 Servicios educativos,18.936,697.386,50.698
2014,15 México,108 Tultepec,62 Servicios de salud y de asistencia social,9.995,613.802,17.124
2014,15 México,108 Tultepec,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,3.445,135.594,7.188
2014,15 México,108 Tultepec,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,46.715,1727.328,22.135
2014,15 México,108 Tultepec,81 Otros servicios excepto actividades gubernamentales,29.97,1985.736,38.681
2014,15 México,109 Tultitlán,23 Construcción,50.101,720.638,92.541
2014,15 México,109 Tultitlán,31 - 33 industrias manufactureras,17595.799,64701.418,15243.008
2014,15 México,109 Tultitlán,43 Comercio al por mayor,2022.222,10309.558,759.068
2014,15 México,109 Tultitlán,46 Comercio al por menor,1267.747,46625.828,1653.599
2014,15 México,109 Tultitlán,48 - 49 transportes correos y almacenamiento,502.95,13308.436,1470.095
2014,15 México,109 Tultitlán,51 Información en medios masivos,46.489,332.098,28.359
2014,15 México,109 Tultitlán,52 Servicios financieros y de seguros,6.767,144.64,0.52
2014,15 México,109 Tultitlán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,38.825,808.334,165.988
2014,15 México,109 Tultitlán,54 Servicios profesionales científicos y técnicos,19.681,873.184,19.576
2014,15 México,109 Tultitlán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,320.35,6023.238,36.793
2014,15 México,109 Tultitlán,61 Servicios educativos,86.661,2218.632,160.758
2014,15 México,109 Tultitlán,62 Servicios de salud y de asistencia social,42.99,2286.892,63.335
2014,15 México,109 Tultitlán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,22.312,828.356,34.933
2014,15 México,109 Tultitlán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,183.85,7010.068,125.429
2014,15 México,109 Tultitlán,81 Otros servicios excepto actividades gubernamentales,185.456,8458.292,201.805
2014,15 México,110 Valle de Bravo,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),2.114,0,10.4
2014,15 México,110 Valle de Bravo,31 - 33 industrias manufactureras,37.14,1118.706,37.431
2014,15 México,110 Valle de Bravo,43 Comercio al por mayor,197.678,2220.328,91.459
2014,15 México,110 Valle de Bravo,46 Comercio al por menor,229.25,6876.506,217.672
2014,15 México,110 Valle de Bravo,48 - 49 transportes correos y almacenamiento,3.901,96.192,7.611
2014,15 México,110 Valle de Bravo,51 Información en medios masivos,5.14,163.032,3.909
2014,15 México,110 Valle de Bravo,52 Servicios financieros y de seguros,10.135,192.148,1.33
2014,15 México,110 Valle de Bravo,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,320.862,482.414,48.845
2014,15 México,110 Valle de Bravo,54 Servicios profesionales científicos y técnicos,10.193,226.178,13.474
2014,15 México,110 Valle de Bravo,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,11.914,537.404,5.14
2014,15 México,110 Valle de Bravo,61 Servicios educativos,13.044,329.896,6.957
2014,15 México,110 Valle de Bravo,62 Servicios de salud y de asistencia social,12.345,589.298,19.286
2014,15 México,110 Valle de Bravo,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,24.081,686.53,63.771
2014,15 México,110 Valle de Bravo,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,118.262,4675.654,203.967
2014,15 México,110 Valle de Bravo,81 Otros servicios excepto actividades gubernamentales,12.917,1133.154,20.386
2014,15 México,111 Villa de Allende,31 - 33 industrias manufactureras,11.331,323.24,6.326
2014,15 México,111 Villa de Allende,43 Comercio al por mayor,8.223,34.058,0.234
2014,15 México,111 Villa de Allende,46 Comercio al por menor,22.028,868.168,9.397
2014,15 México,111 Villa de Allende,54 Servicios profesionales científicos y técnicos,0.096,7.518,0.012
2014,15 México,111 Villa de Allende,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.574,54.64,0.693
2014,15 México,111 Villa de Allende,62 Servicios de salud y de asistencia social,0.639,22.748,0.501
2014,15 México,111 Villa de Allende,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.095,10.858,0.21
2014,15 México,111 Villa de Allende,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,4.429,128.454,2.091
2014,15 México,111 Villa de Allende,81 Otros servicios excepto actividades gubernamentales,2.137,63.772,0.791
2014,15 México,112 Villa del Carbón,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),1.2,0,5.733
2014,15 México,112 Villa del Carbón,31 - 33 industrias manufactureras,24.174,818.864,14.253
2014,15 México,112 Villa del Carbón,43 Comercio al por mayor,13.081,271.384,10.093
2014,15 México,112 Villa del Carbón,46 Comercio al por menor,46.877,2435.064,63.928
2014,15 México,112 Villa del Carbón,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,1.179,45.984,4.061
2014,15 México,112 Villa del Carbón,54 Servicios profesionales científicos y técnicos,5.625,68.016,1.991
2014,15 México,112 Villa del Carbón,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.456,38.316,1.436
2014,15 México,112 Villa del Carbón,61 Servicios educativos,1.699,51.686,1.424
2014,15 México,112 Villa del Carbón,62 Servicios de salud y de asistencia social,1.62,92.492,3.616
2014,15 México,112 Villa del Carbón,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.688,34.572,2.95
2014,15 México,112 Villa del Carbón,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,9.243,461.69,36.047
2014,15 México,112 Villa del Carbón,81 Otros servicios excepto actividades gubernamentales,2.702,319.224,3.194
2014,15 México,113 Villa Guerrero,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),0.071,2.304,5.553
2014,15 México,113 Villa Guerrero,21 Minería,0.621,55,5.55
2014,15 México,113 Villa Guerrero,31 - 33 industrias manufactureras,19.44,627.778,39.271
2014,15 México,113 Villa Guerrero,43 Comercio al por mayor,113.275,1049.386,7.676
2014,15 México,113 Villa Guerrero,46 Comercio al por menor,30.064,3137.742,39.412
2014,15 México,113 Villa Guerrero,52 Servicios financieros y de seguros,0.651,25.2,0.103
2014,15 México,113 Villa Guerrero,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.827,30.288,2.809
2014,15 México,113 Villa Guerrero,54 Servicios profesionales científicos y técnicos,2.467,82.348,1.624
2014,15 México,113 Villa Guerrero,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,1.292,100.218,0.999
2014,15 México,113 Villa Guerrero,61 Servicios educativos,3.125,144.632,0.741
2014,15 México,113 Villa Guerrero,62 Servicios de salud y de asistencia social,3.95,152.76,2.573
2014,15 México,113 Villa Guerrero,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.497,42.954,1.163
2014,15 México,113 Villa Guerrero,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,10.859,617.98,9.152
2014,15 México,113 Villa Guerrero,81 Otros servicios excepto actividades gubernamentales,8.431,485.268,5.025
2014,15 México,114 Villa Victoria,11 Agricultura cría y explotación de animales aprovechamiento forestal pesca y caza (sólo pesca acuicultura y servicios relacionados con las actividades agropecuarias y forestales),3.651,0,0.98
2014,15 México,114 Villa Victoria,31 - 33 industrias manufactureras,55.725,1360.516,25.855
2014,15 México,114 Villa Victoria,43 Comercio al por mayor,55.4,1116.274,35.836
2014,15 México,114 Villa Victoria,46 Comercio al por menor,37.283,1841.196,35.828
2014,15 México,114 Villa Victoria,48 - 49 transportes correos y almacenamiento,16.905,587,24.96
2014,15 México,114 Villa Victoria,52 Servicios financieros y de seguros,8.615,43.818,0.926
2014,15 México,114 Villa Victoria,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.579,22.464,1.262
2014,15 México,114 Villa Victoria,54 Servicios profesionales científicos y técnicos,0.154,32.136,0.881
2014,15 México,114 Villa Victoria,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,4.911,64.876,135.269
2014,15 México,114 Villa Victoria,62 Servicios de salud y de asistencia social,3.312,151.356,5.173
2014,15 México,114 Villa Victoria,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.431,41.574,2.304
2014,15 México,114 Villa Victoria,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,5.499,351.406,5.94
2014,15 México,114 Villa Victoria,81 Otros servicios excepto actividades gubernamentales,5.232,286.776,5.452
2014,15 México,115 Xonacatlán,31 - 33 industrias manufactureras,44.955,1099.33,23.426
2014,15 México,115 Xonacatlán,43 Comercio al por mayor,62.753,466.38,10.426
2014,15 México,115 Xonacatlán,46 Comercio al por menor,232.358,5572.514,91.909
2014,15 México,115 Xonacatlán,48 - 49 transportes correos y almacenamiento,3.994,163.56,7.833
2014,15 México,115 Xonacatlán,52 Servicios financieros y de seguros,3.549,52.488,0.662
2014,15 México,115 Xonacatlán,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,2.052,172.024,7.923
2014,15 México,115 Xonacatlán,54 Servicios profesionales científicos y técnicos,2.312,106.396,1.044
2014,15 México,115 Xonacatlán,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,5.522,325.526,4.056
2014,15 México,115 Xonacatlán,61 Servicios educativos,2.689,108.69,1.308
2014,15 México,115 Xonacatlán,62 Servicios de salud y de asistencia social,6.641,362.158,10.606
2014,15 México,115 Xonacatlán,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,4.022,216.468,4.632
2014,15 México,115 Xonacatlán,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,18.579,848.506,10.532
2014,15 México,115 Xonacatlán,81 Otros servicios excepto actividades gubernamentales,21.411,1114.154,14.747
2014,15 México,116 Zacazonapan,31 - 33 industrias manufactureras,14.055,116.102,14.674
2014,15 México,116 Zacazonapan,43 Comercio al por mayor,0.156,49.848,0.569
2014,15 México,116 Zacazonapan,46 Comercio al por menor,9.089,538.952,5.868
2014,15 México,116 Zacazonapan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.212,15.864,0.175
2014,15 México,116 Zacazonapan,62 Servicios de salud y de asistencia social,0.374,19.512,0.603
2014,15 México,116 Zacazonapan,71 Servicios de esparcimiento culturales y deportivos y otros servicios recreativos,0.057,14.926,0.884
2014,15 México,116 Zacazonapan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,1.453,166.56,5.493
2014,15 México,116 Zacazonapan,81 Otros servicios excepto actividades gubernamentales,1.517,89.808,1.281
2014,15 México,117 Zacualpan,31 - 33 industrias manufactureras,1.766,160.446,1.947
2014,15 México,117 Zacualpan,46 Comercio al por menor,8.046,642.552,8.117
2014,15 México,117 Zacualpan,53 Servicios inmobiliarios y de alquiler de bienes muebles e intangibles,0.207,12.552,0.898
2014,15 México,117 Zacualpan,56 Servicios de apoyo a los negocios y manejo de desechos y servicios de remediación,0.353,18.1,0.265
2014,15 México,117 Zacualpan,62 Servicios de salud y de asistencia social,0.105,10.512,0.4
2014,15 México,117 Zacualpan,72 Servicios de alojamiento temporal y de preparación de alimentos y bebidas,2.848,117.604,16.44
2014,15 México,117 Zacualpan,81 Otros servicios excepto actividades gubernamentales,3.752,117.1,6.714
2014,15 México,118 Zinacantepec,21 Minería,2.115,104,26.851
2014,15 México,118 Zinacantepec,31 - 33 industrias manufactureras,263.421,5006.092,808.714
2014,15 México,118 Zinacantepec,43 Comercio al por mayor,326.769,2418.616,94.991
2014,15 México,118 Zinacantepec,46 Comercio al por menor,733.056,14775.058,1233.953
2014,15 México,118 Zinacantepec,48 - 49 transportes correos y almacenamiento,22.375,1389.28,70.197
